import time: self [us] | cumulative | imported package
import time:      2109 |      38992 |                                           torch.distributed.fsdp._fully_shard._fully_shard
import time:       812 |      44496 |                                         torch.distributed.fsdp._fully_shard
import time:       614 |        614 |                                           torch.distributed.fsdp._traversal_utils
import time:       846 |        846 |                                             torch.distributed.algorithms._comm_hooks.default_hooks
import time:       662 |       1508 |                                           torch.distributed.algorithms._comm_hooks
import time:       268 |        268 |                                           torch.distributed.fsdp._dynamo_utils
import time:      1705 |       1705 |                                             torch.distributed.fsdp._exec_order_utils
import time:      1014 |       1014 |                                             torch.distributed.fsdp._limiter_utils
import time:      2226 |       2226 |                                             torch.distributed.fsdp.wrap
import time:      1560 |       1560 |                                                   torch.distributed.tensor.parallel.style
import time:      1021 |       2580 |                                                 torch.distributed.tensor.parallel.api
import time:      1369 |       1369 |                                                 torch.distributed.tensor.parallel.loss
import time:       721 |       4669 |                                               torch.distributed.tensor.parallel
import time:       467 |        467 |                                               torch.distributed.tensor.parallel._data_parallel_utils
import time:      1855 |       6989 |                                             torch.distributed.tensor.parallel.fsdp
import time:       325 |        325 |                                             torchdistx
import time:      4035 |      16292 |                                           torch.distributed.fsdp._init_utils
import time:      3440 |       3440 |                                           torch.distributed.fsdp._runtime_utils
import time:       940 |        940 |                                           torch.distributed.fsdp._wrap_utils
import time:       323 |        323 |                                               torch.cuda._pin_memory_utils
import time:      1955 |       2278 |                                             torch.distributed._state_dict_utils
import time:      1201 |       1201 |                                             torch.distributed.fsdp._debug_utils
import time:      9335 |      12813 |                                           torch.distributed.fsdp._optim_utils
import time:       994 |        994 |                                             torch.distributed.fsdp._unshard_param_utils
import time:      3640 |       4633 |                                           torch.distributed.fsdp._state_dict_utils
import time:      5041 |      45545 |                                         torch.distributed.fsdp.fully_sharded_data_parallel
import time:       661 |     169313 |                                       torch.distributed.fsdp
import time:       107 |     169419 |                                     torch.distributed.fsdp._fully_shard
import time:     12405 |      12405 |                                     torch._higher_order_ops.triton_kernel_wrap
import time:     10046 |     192891 |                                   torch._dynamo.variables.functions
import time:      1293 |       1293 |                                         torch._dynamo.variables.iter
import time:      3302 |       4594 |                                       torch._dynamo.variables.lists
import time:      3245 |       7838 |                                     torch._dynamo.variables.dicts
import time:      1091 |       1091 |                                     torch.utils._cxx_pytree
import time:      4190 |      13119 |                                   torch._dynamo.variables.user_defined
import time:      6845 |     214841 |                                 torch._dynamo.variables.misc
import time:      1110 |       1110 |                                     torch._dynamo.variables.lazy
import time:      1941 |       3051 |                                   torch._dynamo.variables.nn_module
import time:      4257 |       4257 |                                           torch._functorch._aot_autograd.functional_utils
import time:     28187 |      28187 |                                           torch._functorch._aot_autograd.schemas
import time:      1226 |       1226 |                                           torch._functorch._aot_autograd.subclass_utils
import time:      1300 |      34968 |                                         torch._functorch._aot_autograd.collect_metadata_analysis
import time:      4862 |       4862 |                                           torch._decomp.decompositions_for_rng
import time:       621 |        621 |                                           torch._functorch._aot_autograd.logging_utils
import time:      6656 |      12138 |                                         torch._functorch._aot_autograd.graph_capture_wrappers
import time:       951 |        951 |                                         torch._functorch._aot_autograd.input_output_analysis
import time:     15006 |      63062 |                                       torch._functorch._aot_autograd.runtime_wrappers
import time:      2666 |      65727 |                                     torch._dynamo.compiled_autograd
import time:     98725 |      98725 |                                     torch._dynamo._trace_wrapped_higher_order_op
import time:      4572 |     169023 |                                   torch._dynamo.variables.tensor
import time:      6444 |       6444 |                                     torch._dynamo.variables.ctx_manager
import time:      4323 |      10767 |                                   torch._dynamo.variables.torch_function
import time:      4163 |     187003 |                                 torch._dynamo.codegen
import time:      2498 |     404341 |                               torch._dynamo.side_effects
import time:     32650 |      32650 |                                 torch._dynamo.variables.streams
import time:      3858 |      36508 |                               torch._dynamo.variables.builtin
import time:      1411 |       1411 |                               torch._dynamo.variables.distributed
import time:      6732 |       6732 |                               torch._dynamo.variables.higher_order_ops
import time:      1418 |       1418 |                               torch._dynamo.variables.optimizer
import time:      1237 |       1237 |                               torch._dynamo.variables.script_object
import time:       675 |        675 |                               torch._dynamo.variables.sdpa
import time:      2518 |       2518 |                               torch._dynamo.variables.torch
import time:      8513 |     492237 |                             torch._dynamo.variables.builder
import time:      3432 |     677592 |                           torch._dynamo.variables.base
import time:      1290 |     678881 |                         torch._dynamo.variables
import time:     36058 |     901334 |                       torch._dynamo.trace_rules
import time:       641 |        641 |                       torch._dynamo.funcname_cache
import time:      1490 |       1490 |                           torch._dynamo.graph_region_tracker
import time:      1698 |       3188 |                         torch._dynamo.graph_deduplication
import time:     25906 |      29094 |                       torch._dynamo.output_graph
import time:     53820 |    1298045 |                     torch._dynamo.symbolic_convert
import time:      1401 |       1401 |                       torch._dynamo.comptime
import time:      6260 |       7661 |                     torch._dynamo.decorators
import time:      1641 |       1641 |                     torch._dynamo.cache_size
import time:     14117 |    1358234 |                   torch._dynamo.convert_frame
import time:     18988 |      18988 |                   torch._dynamo.package
import time:      8817 |    1386037 |                 torch._dynamo.aot_compile
import time:      7052 |       7052 |                 torch._dynamo.functional_export
import time:       855 |        855 |                   torch.onnx.errors
import time:       490 |        490 |                       torch.onnx.ops._dtype_mappings
import time:     19159 |      19649 |                     torch.onnx.ops._impl
import time:     15425 |      15425 |                     torch.onnx.ops._symbolic_impl
import time:      1032 |      36105 |                   torch.onnx.ops
import time:       509 |        509 |                       torch.onnx._internal
import time:       597 |       1106 |                     torch.onnx._internal.exporter
import time:       381 |        381 |                     torch.onnx._internal._lazy_import
import time:       739 |        739 |                     torch.onnx._internal.exporter._dynamic_shapes
import time:       224 |        224 |                       torch.onnx._internal.exporter._constants
import time:      1023 |       1246 |                     torch.onnx._internal.exporter._ir_passes
import time:      1648 |       5118 |                   torch.onnx._internal.exporter._onnx_program
import time:       347 |        347 |                   torch.onnx._internal.torchscript_exporter
import time:       356 |        356 |                     torch.onnx._constants
import time:      1616 |       1616 |                     torch.onnx._internal.torchscript_exporter._type_utils
import time:      2884 |       2884 |                       torch.onnx._internal.torchscript_exporter.registration
import time:       823 |        823 |                       torch.onnx._internal.torchscript_exporter._globals
import time:      3019 |       6725 |                     torch.onnx._internal.torchscript_exporter.jit_utils
import time:       728 |        728 |                       torch.onnx._internal.torchscript_exporter.onnx_proto_utils
import time:      2461 |       3188 |                     torch.onnx._internal.torchscript_exporter.utils
import time:      2578 |      14462 |                   torch.onnx._internal.torchscript_exporter.symbolic_helper
import time:     16444 |      16444 |                     torch.onnx._internal.torchscript_exporter.symbolic_opset9
import time:      3382 |      19825 |                   torch.onnx._internal.torchscript_exporter.symbolic_opset10
import time:      1142 |       1142 |                   torch._functorch.make_functional
import time:     75028 |     152880 |                 torch._dynamo.polyfills.loader
import time:      2174 |    1548142 |               torch._dynamo
import time:       346 |    1548488 |             torch._dynamo._trace_wrapped_higher_order_op
import time:     10952 |    1566975 |           transformers.masking_utils
import time:     32679 |      32679 |           transformers.pytorch_utils
import time:      1999 |       1999 |           transformers.tokenization_utils
import time:       597 |        597 |                 sklearn._config
import time:      1086 |       1086 |                   sklearn.__check_build._check_build
import time:       569 |       1655 |                 sklearn.__check_build
import time:       400 |        400 |                 sklearn._distributor_init
import time:       943 |        943 |                   sklearn.exceptions
import time:       362 |        362 |                           sklearn.utils._bunch
import time:      2451 |       2813 |                         sklearn.utils._metadata_requests
import time:       820 |       3632 |                       sklearn.utils.metadata_routing
import time:      1476 |       1476 |                               scipy.__config__
import time:       559 |        559 |                               scipy.version
import time:        91 |         91 |                                 scipy._distributor_init_local
import time:       600 |        690 |                               scipy._distributor_init
import time:       257 |        257 |                                   cython
import time:      1672 |       1929 |                                 scipy._lib._testutils
import time:       432 |       2360 |                               scipy._lib
import time:      5892 |       5892 |                               scipy._lib._pep440
import time:      1384 |       1384 |                                   scipy._cyutility
import time:      2035 |       3419 |                                 scipy._lib._ccallback_c
import time:      2208 |       5627 |                               scipy._lib._ccallback
import time:      2568 |      19169 |                             scipy
import time:      1256 |       1256 |                                       numpy._typing._add_docstring
import time:       590 |       1846 |                                     numpy.typing
import time:    164457 |     164457 |                                           scipy._lib.array_api_compat.common._typing
import time:      1461 |     165917 |                                         scipy._lib.array_api_compat.common._helpers
import time:      1157 |     167073 |                                       scipy._lib.array_api_compat.common
import time:       868 |     167941 |                                     scipy._lib.array_api_compat
import time:       349 |        349 |                                       scipy._lib.array_api_compat._internal
import time:       922 |        922 |                                             numpy._core.strings
import time:       462 |       1383 |                                           numpy.strings
import time:      1406 |       2788 |                                         numpy._core.defchararray
import time:       467 |       3255 |                                       numpy.char
import time:       728 |        728 |                                             fileinput
import time:       308 |        308 |                                             numpy.f2py.__version__
import time:       527 |        527 |                                               numpy.f2py.cfuncs
import time:      2295 |       2822 |                                             numpy.f2py.auxfuncs
import time:      3257 |       3257 |                                             numpy.f2py.symbolic
import time:     32600 |      39713 |                                           numpy.f2py.crackfortran
import time:      5609 |       5609 |                                               numpy.f2py.cb_rules
import time:       442 |        442 |                                               numpy.f2py._isocbind
import time:      1664 |       7714 |                                             numpy.f2py.capi_maps
import time:       682 |        682 |                                               numpy.f2py.func2subr
import time:       852 |       1534 |                                             numpy.f2py.common_rules
import time:       344 |        344 |                                             numpy.f2py.use_rules
import time:       481 |        481 |                                             numpy.f2py.f90mod_rules
import time:     14585 |      24655 |                                           numpy.f2py.rules
import time:       465 |        465 |                                           numpy.f2py._backends
import time:      1584 |      66416 |                                         numpy.f2py.f2py2e
import time:       343 |        343 |                                         numpy.f2py.diagnose
import time:       622 |      67380 |                                       numpy.f2py
import time:       473 |        473 |                                         numpy.core._utils
import time:       893 |       1366 |                                       numpy.core
import time:       286 |        286 |                                         numpy.testing._private
import time:       222 |        222 |                                             numpy._core.tests
import time:      2132 |       2354 |                                           numpy._core.tests._natype
import time:      3924 |       6278 |                                         numpy.testing._private.utils
import time:       591 |        591 |                                         numpy.testing._private.extbuild
import time:       304 |        304 |                                         numpy.testing.overrides
import time:       945 |       8402 |                                       numpy.testing
import time:      9162 |       9162 |                                         numpy.ma.core
import time:      3046 |       3046 |                                         numpy.ma.extras
import time:       856 |      13063 |                                       numpy.ma
import time:      1018 |       1018 |                                       numpy.ctypeslib
import time:       374 |        374 |                                       numpy.rec
import time:       762 |        762 |                                           numpy.polynomial.polyutils
import time:      1387 |       1387 |                                           numpy.polynomial._polybase
import time:      1108 |       3256 |                                         numpy.polynomial.polynomial
import time:       991 |        991 |                                         numpy.polynomial.chebyshev
import time:       824 |        824 |                                         numpy.polynomial.legendre
import time:       964 |        964 |                                         numpy.polynomial.hermite
import time:       788 |        788 |                                         numpy.polynomial.hermite_e
import time:       767 |        767 |                                         numpy.polynomial.laguerre
import time:      1320 |       8906 |                                       numpy.polynomial
import time:      2389 |       2389 |                                         scipy._lib.array_api_compat.common._aliases
import time:       476 |        476 |                                         scipy._lib.array_api_compat.numpy._typing
import time:      4184 |       7048 |                                       scipy._lib.array_api_compat.numpy._aliases
import time:       691 |        691 |                                       scipy._lib.array_api_compat.numpy._info
import time:      4113 |       4113 |                                         scipy._lib.array_api_compat.common._linalg
import time:      1788 |       5901 |                                       scipy._lib.array_api_compat.numpy.linalg
import time:       493 |        493 |                                         scipy._lib.array_api_compat.common._fft
import time:      1801 |       2293 |                                       scipy._lib.array_api_compat.numpy.fft
import time:      3429 |     123468 |                                     scipy._lib.array_api_compat.numpy
import time:       253 |        253 |                                           scipy._lib.array_api_extra._lib
import time:       217 |        217 |                                               scipy._lib.array_api_extra._lib._utils
import time:       309 |        309 |                                                     scipy._lib._sparse
import time:      1064 |       1373 |                                                   scipy._lib._array_api_override
import time:       353 |       1725 |                                                 scipy._lib._array_api_compat_vendor
import time:       609 |       2334 |                                               scipy._lib.array_api_extra._lib._utils._compat
import time:       272 |        272 |                                                 scipy._lib.array_api_extra._lib._utils._typing
import time:      1135 |       1406 |                                               scipy._lib.array_api_extra._lib._utils._helpers
import time:      1469 |       5425 |                                             scipy._lib.array_api_extra._lib._at
import time:      1528 |       6952 |                                           scipy._lib.array_api_extra._lib._funcs
import time:      1560 |       8763 |                                         scipy._lib.array_api_extra._delegation
import time:       952 |        952 |                                         scipy._lib.array_api_extra._lib._lazy
import time:       779 |      10493 |                                       scipy._lib.array_api_extra
import time:      1011 |      11503 |                                     scipy._lib.array_api_extra.testing
import time:      4290 |       4290 |                                       pydoc
import time:      3821 |       8111 |                                     scipy._lib._docscrape
import time:      3162 |     316029 |                                   scipy._lib._array_api
import time:      2844 |     318872 |                                 scipy._lib._util
import time:      1370 |     320242 |                               scipy.sparse._sputils
import time:       665 |        665 |                               scipy.sparse._matrix
import time:      4001 |     324907 |                             scipy.sparse._base
import time:       742 |        742 |                               scipy.sparse._sparsetools
import time:      1429 |       1429 |                                 scipy.sparse._data
import time:       950 |        950 |                                 scipy.sparse._index
import time:      1996 |       4374 |                               scipy.sparse._compressed
import time:      1485 |       6600 |                             scipy.sparse._csr
import time:       881 |        881 |                             scipy.sparse._csc
import time:      2342 |       2342 |                               scipy.sparse._csparsetools
import time:      1437 |       3779 |                             scipy.sparse._lil
import time:      1407 |       1407 |                             scipy.sparse._dok
import time:      1903 |       1903 |                             scipy.sparse._coo
import time:      1191 |       1191 |                             scipy.sparse._dia
import time:      1105 |       1105 |                             scipy.sparse._bsr
import time:       644 |        644 |                               scipy._lib.deprecation
import time:      5628 |       6272 |                             scipy.sparse._construct
import time:       543 |        543 |                             scipy.sparse._extract
import time:       628 |        628 |                             scipy.sparse._matrix_io
import time:       319 |        319 |                             scipy.sparse.base
import time:       237 |        237 |                             scipy.sparse.bsr
import time:       520 |        520 |                             scipy.sparse.compressed
import time:       383 |        383 |                             scipy.sparse.construct
import time:       317 |        317 |                             scipy.sparse.coo
import time:       228 |        228 |                             scipy.sparse.csc
import time:       211 |        211 |                             scipy.sparse.csr
import time:       220 |        220 |                             scipy.sparse.data
import time:       220 |        220 |                             scipy.sparse.dia
import time:       254 |        254 |                             scipy.sparse.dok
import time:       209 |        209 |                             scipy.sparse.extract
import time:       214 |        214 |                             scipy.sparse.lil
import time:       213 |        213 |                             scipy.sparse.sparsetools
import time:       186 |        186 |                             scipy.sparse.sputils
import time:      3957 |     376059 |                           scipy.sparse
import time:       614 |        614 |                                 joblib._multiprocessing_helpers
import time:       300 |        300 |                                   joblib.externals
import time:       335 |        335 |                                   joblib.externals.loky._base
import time:      1223 |       1223 |                                       multiprocessing.synchronize
import time:      1030 |       1030 |                                           multiprocessing.queues
import time:      2001 |       3031 |                                         concurrent.futures.process
import time:       569 |        569 |                                         joblib.externals.loky.backend.process
import time:      1143 |       4742 |                                       joblib.externals.loky.backend.context
import time:       413 |       6377 |                                     joblib.externals.loky.backend
import time:       127 |       6503 |                                   joblib.externals.loky.backend.context
import time:       439 |        439 |                                     joblib.externals.loky.backend._posix_reduction
import time:      2395 |       2395 |                                       joblib.externals.cloudpickle.cloudpickle
import time:       533 |       2927 |                                     joblib.externals.cloudpickle
import time:      1226 |       4591 |                                   joblib.externals.loky.backend.reduction
import time:       160 |        160 |                                       faulthandler
import time:       591 |        591 |                                       joblib.externals.loky.backend.queues
import time:      2630 |       2630 |                                           psutil._common
import time:     10090 |      10090 |                                           psutil._ntuples
import time:       848 |        848 |                                             resource
import time:      1764 |       1764 |                                             psutil._psposix
import time:       598 |        598 |                                             psutil._psutil_linux
import time:      6185 |       9394 |                                           psutil._pslinux
import time:      3933 |      26047 |                                         psutil
import time:       713 |      26759 |                                       joblib.externals.loky.backend.utils
import time:       725 |        725 |                                       joblib.externals.loky.initializers
import time:      2178 |      30411 |                                     joblib.externals.loky.process_executor
import time:       675 |      31085 |                                   joblib.externals.loky.reusable_executor
import time:       521 |        521 |                                   joblib.externals.loky.cloudpickle_wrapper
import time:       863 |      44195 |                                 joblib.externals.loky
import time:       629 |      45437 |                               joblib._cloudpickle_wrapper
import time:      2257 |       2257 |                                 joblib._utils
import time:      1946 |       1946 |                                 multiprocessing.pool
import time:       558 |        558 |                                     joblib.backports
import time:       337 |        337 |                                     joblib.disk
import time:       377 |        377 |                                       joblib.externals.loky.backend.spawn
import time:      1015 |       1392 |                                     joblib.externals.loky.backend.resource_tracker
import time:       220 |        220 |                                         lz4
import time:      1732 |       1952 |                                       joblib.compressor
import time:       587 |        587 |                                         joblib.numpy_pickle_utils
import time:       771 |       1358 |                                       joblib.numpy_pickle_compat
import time:      1194 |       4503 |                                     joblib.numpy_pickle
import time:      1328 |       8115 |                                   joblib._memmapping_reducer
import time:       599 |       8714 |                                 joblib.executor
import time:       901 |        901 |                                 joblib.pool
import time:      1531 |      15347 |                               joblib._parallel_backends
import time:       473 |        473 |                                 joblib.logger
import time:      1707 |       2179 |                               joblib._store_backends
import time:      1091 |       1091 |                               joblib.hashing
import time:       900 |        900 |                                 joblib.func_inspect
import time:      1577 |       2476 |                               joblib.memory
import time:      1964 |       1964 |                               joblib.parallel
import time:      1095 |      69586 |                             joblib
import time:       624 |        624 |                                 scipy.special._sf_error
import time:      1829 |       1829 |                                   scipy.special._ufuncs_cxx
import time:      1582 |       1582 |                                   scipy.special._ellip_harm_2
import time:      3462 |       3462 |                                   scipy.special._special_ufuncs
import time:       919 |        919 |                                   scipy.special._gufuncs
import time:     23872 |      31662 |                                 scipy.special._ufuncs
import time:       380 |        380 |                                   scipy.special._input_validation
import time:      2352 |       2352 |                                   scipy.special._specfun
import time:       662 |        662 |                                   scipy.special._comb
import time:      2514 |       5907 |                                 scipy.special._basic
import time:       410 |        410 |                                   scipy.special._spfun_stats
import time:    121555 |     121965 |                                 scipy.special._support_alternative_backends
import time:      4172 |       4172 |                                 scipy.special._logsumexp
import time:      1376 |       1376 |                                 scipy.special._multiufuncs
import time:      1733 |       1733 |                                 scipy.special._orthogonal
import time:       601 |        601 |                                 scipy.special._ellip_harm
import time:       280 |        280 |                                 scipy.special._lambertw
import time:       391 |        391 |                                 scipy.special._spherical_bessel
import time:       252 |        252 |                                 scipy.special.add_newdocs
import time:       338 |        338 |                                 scipy.special.basic
import time:       291 |        291 |                                 scipy.special.orthogonal
import time:       242 |        242 |                                 scipy.special.specfun
import time:       228 |        228 |                                 scipy.special.sf_error
import time:       219 |        219 |                                 scipy.special.spfun_stats
import time:      2823 |     173095 |                               scipy.special
import time:       522 |        522 |                               sklearn.externals
import time:      2656 |       2656 |                                     sklearn.externals.array_api_compat.common._typing
import time:      1723 |       4379 |                                   sklearn.externals.array_api_compat.common._helpers
import time:       772 |       5151 |                                 sklearn.externals.array_api_compat.common
import time:      1050 |       6200 |                               sklearn.externals.array_api_compat
import time:       270 |        270 |                                   sklearn.externals.array_api_extra._lib
import time:       259 |        259 |                                       sklearn.externals.array_api_extra._lib._utils
import time:       807 |        807 |                                         sklearn.externals._array_api_compat_vendor
import time:       566 |       1372 |                                       sklearn.externals.array_api_extra._lib._utils._compat
import time:       302 |        302 |                                         sklearn.externals.array_api_extra._lib._utils._typing
import time:      1594 |       1896 |                                       sklearn.externals.array_api_extra._lib._utils._helpers
import time:      1701 |       5226 |                                     sklearn.externals.array_api_extra._lib._at
import time:      1327 |       6552 |                                   sklearn.externals.array_api_extra._lib._funcs
import time:       901 |       7723 |                                 sklearn.externals.array_api_extra._delegation
import time:       608 |        608 |                                 sklearn.externals.array_api_extra._lib._lazy
import time:       646 |       8976 |                               sklearn.externals.array_api_extra
import time:       397 |        397 |                                   sklearn.externals.array_api_compat._internal
import time:      2404 |       2404 |                                   sklearn.externals.array_api_compat.common._aliases
import time:       307 |        307 |                                     sklearn.externals.array_api_compat.numpy._typing
import time:       605 |        911 |                                   sklearn.externals.array_api_compat.numpy._info
import time:      4558 |       8269 |                                 sklearn.externals.array_api_compat.numpy._aliases
import time:      3233 |       3233 |                                   sklearn.externals.array_api_compat.common._linalg
import time:      1773 |       5005 |                                 sklearn.externals.array_api_compat.numpy.linalg
import time:       335 |        335 |                                   sklearn.externals.array_api_compat.common._fft
import time:      1485 |       1819 |                                 sklearn.externals.array_api_compat.numpy.fft
import time:      1467 |      16560 |                               sklearn.externals.array_api_compat.numpy
import time:       349 |        349 |                               sklearn.utils._dataframe
import time:      1339 |       1339 |                                       scipy.sparse.linalg._interface
import time:       404 |        404 |                                       scipy.sparse.linalg._isolve.utils
import time:      2756 |       2756 |                                             scipy.linalg._fblas
import time:       118 |        118 |                                             scipy.linalg._cblas
import time:       866 |       3739 |                                           scipy.linalg.blas
import time:      3945 |       3945 |                                             scipy.linalg._flapack
import time:       218 |        218 |                                             scipy.linalg._clapack
import time:      2831 |       6993 |                                           scipy.linalg.lapack
import time:       891 |      11621 |                                         scipy.linalg._misc
import time:      4553 |       4553 |                                           scipy.linalg.cython_lapack
import time:      3864 |       8416 |                                         scipy.linalg._cythonized_array_utils
import time:     11740 |      11740 |                                           scipy.linalg._decomp
import time:      4737 |       4737 |                                           scipy.linalg._decomp_svd
import time:       893 |        893 |                                           scipy.linalg._solve_toeplitz
import time:       671 |        671 |                                           scipy.linalg._batched_linalg
import time:      9396 |      27435 |                                         scipy.linalg._basic
import time:       656 |        656 |                                           scipy.linalg._decomp_lu_cython
import time:      1831 |       2486 |                                         scipy.linalg._decomp_lu
import time:      1845 |       1845 |                                         scipy.linalg._decomp_ldl
import time:      2984 |       2984 |                                         scipy.linalg._decomp_cholesky
import time:      3209 |       3209 |                                         scipy.linalg._decomp_qr
import time:      3454 |       3454 |                                         scipy.linalg._decomp_qz
import time:      2695 |       2695 |                                         scipy.linalg._decomp_schur
import time:      1427 |       1427 |                                         scipy.linalg._decomp_polar
import time:      2356 |       2356 |                                           scipy.linalg._expm_frechet
import time:      1487 |       1487 |                                           scipy.linalg._matfuncs_schur_sqrtm
import time:      1317 |       1317 |                                           scipy.linalg._matfuncs_expm
import time:       539 |        539 |                                           scipy.linalg._linalg_pythran
import time:      6931 |      12629 |                                         scipy.linalg._matfuncs
import time:      4108 |       4108 |                                         scipy.linalg._special_matrices
import time:      3524 |       3524 |                                         scipy.linalg._solvers
import time:      2739 |       2739 |                                         scipy.linalg._procrustes
import time:      1391 |       1391 |                                           scipy.linalg.cython_blas
import time:      5622 |       7013 |                                         scipy.linalg._decomp_update
import time:      2634 |       2634 |                                         scipy.linalg._sketches
import time:       864 |        864 |                                         scipy.linalg._decomp_cossin
import time:       323 |        323 |                                         scipy.linalg.decomp
import time:       258 |        258 |                                         scipy.linalg.decomp_cholesky
import time:       653 |        653 |                                         scipy.linalg.decomp_lu
import time:       471 |        471 |                                         scipy.linalg.decomp_qr
import time:       460 |        460 |                                         scipy.linalg.decomp_svd
import time:       406 |        406 |                                         scipy.linalg.decomp_schur
import time:       281 |        281 |                                         scipy.linalg.basic
import time:       310 |        310 |                                         scipy.linalg.misc
import time:       264 |        264 |                                         scipy.linalg.special_matrices
import time:       449 |        449 |                                         scipy.linalg.matfuncs
import time:      4516 |     107459 |                                       scipy.linalg
import time:       958 |     110159 |                                     scipy.sparse.linalg._isolve.iterative
import time:       822 |        822 |                                     scipy.sparse.linalg._isolve.minres
import time:       517 |        517 |                                       scipy.sparse.linalg._isolve._gcrotmk
import time:       635 |       1151 |                                     scipy.sparse.linalg._isolve.lgmres
import time:       716 |        716 |                                     scipy.sparse.linalg._isolve.lsqr
import time:       496 |        496 |                                     scipy.sparse.linalg._isolve.lsmr
import time:       325 |        325 |                                     scipy.sparse.linalg._isolve.tfqmr
import time:      1021 |     114686 |                                   scipy.sparse.linalg._isolve
import time:      1722 |       1722 |                                       scipy.sparse.linalg._dsolve._superlu
import time:       251 |        251 |                                         scikits
import time:       187 |        438 |                                       scikits.umfpack
import time:      1500 |       3659 |                                     scipy.sparse.linalg._dsolve.linsolve
import time:       464 |        464 |                                     scipy.sparse.linalg._dsolve._add_newdocs
import time:       594 |       4717 |                                   scipy.sparse.linalg._dsolve
import time:      1600 |       1600 |                                         scipy.sparse.linalg._eigen.arpack._arpacklib
import time:      2672 |       4272 |                                       scipy.sparse.linalg._eigen.arpack.arpack
import time:       483 |       4754 |                                     scipy.sparse.linalg._eigen.arpack
import time:       891 |        891 |                                       scipy.sparse.linalg._eigen.lobpcg.lobpcg
import time:       863 |       1753 |                                     scipy.sparse.linalg._eigen.lobpcg
import time:      1646 |       1646 |                                         scipy.sparse.linalg._propack
import time:       781 |       2427 |                                       scipy.sparse.linalg._svdp
import time:      5525 |       7952 |                                     scipy.sparse.linalg._eigen._svds
import time:       703 |      15161 |                                   scipy.sparse.linalg._eigen
import time:       543 |        543 |                                       scipy.sparse.linalg._onenormest
import time:      1041 |       1583 |                                     scipy.sparse.linalg._expm_multiply
import time:      1170 |       2753 |                                   scipy.sparse.linalg._matfuncs
import time:       485 |        485 |                                   scipy.sparse.linalg._norm
import time:       569 |        569 |                                   scipy.sparse.linalg._funm_multiply_krylov
import time:      3094 |       3094 |                                   scipy.sparse.linalg._special_sparse_arrays
import time:       614 |        614 |                                   scipy.sparse.linalg.isolve
import time:       326 |        326 |                                   scipy.sparse.linalg.dsolve
import time:       274 |        274 |                                   scipy.sparse.linalg.interface
import time:       352 |        352 |                                   scipy.sparse.linalg.eigen
import time:       394 |        394 |                                   scipy.sparse.linalg.matfuncs
import time:      1504 |     144922 |                                 scipy.sparse.linalg
import time:      1111 |       1111 |                                   scipy.stats._warnings_errors
import time:      1791 |       1791 |                                         scipy.spatial._ckdtree
import time:      1186 |       2976 |                                       scipy.spatial._kdtree
import time:      1162 |       1162 |                                         scipy._lib.messagestream
import time:      2783 |       3945 |                                       scipy.spatial._qhull
import time:       756 |        756 |                                         scipy.spatial._voronoi
import time:      1105 |       1860 |                                       scipy.spatial._spherical_voronoi
import time:       542 |        542 |                                       scipy.spatial._plotutils
import time:       421 |        421 |                                       scipy.spatial._procrustes
import time:      1194 |       1194 |                                           scipy.spatial._hausdorff
import time:      1252 |       1252 |                                           scipy.spatial._distance_pybind
import time:       586 |        586 |                                           scipy.spatial._distance_wrap
import time:     10202 |      13233 |                                         scipy.spatial.distance
import time:       625 |      13857 |                                       scipy.spatial._geometric_slerp
import time:       423 |        423 |                                       scipy.spatial.ckdtree
